web-scraper-order,web-scraper-start-url,restaurant_name,lunch_price,lunch_menu,dinner_price,dinner_menu
"1529980372-208","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Arisu Korean BBQ & Sushi","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerFruit Sushi (vegetarian)
bite size sushi made with seasonal fruits, veggie, and rice wrapped with rice paper
or
Ssam Appetizer
beef bulgogi in lettuce wrap
or
Pork Belly Steamed Bun
marinated thick pork belly in a steamed bun
main
Galbi Burger with Korean Fries
Korean short rib burger with house-cut fries in Korean style
or
Seoul Style Sweet & Spicy Chicken
sweet & spicy Korean style chicken with pickled radish and green onion salad, served with steamed rice
or
Pyongyang Style Cold Noodle & Marinated Beef
buckwheat noodle in cold beef broth with beef and pickled radish on top
or
Tofu Steak (vegetarian)
pan-fried tofu served with various vegetables
desserts
Mochi Ice Cream & Green Tea (vegetarian)
ice cream covered with rice cake served with green tea
or
Nurungji with Ginger Ice Cream (vegetarian)
crispy sweet home-made rice cracker served with ginger ice cream
or
Rice Wine Sorbet (vegetarian)
rice wine slush mixed with honey citrus syrup","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerHickory Smoked Salmon
fresh salmon specially smoked with hickory chips
or
TteokGalbi Meat Ball
deboned beef short ribs that are minced and grilled in bite sizes
or
Kimchi Poutine  (vegetarian)
house-cut fries with kimchi and topped with cheese
main
Arisu Authentic Korean Table BBQ
seasoned & marinated Korean style beef, pork belly (or spicy chicken), garlic shrimp, and vegetables served with steamed rice, and leaf vegetables
or
GrassFed Black Angus Rib Eye Dinner
locally grown, grass fed, antibiotics & growth hormone free beef specially grilled and served on a sizzling hotplate
or
Aburi Hako Sushi
Osaka style pressed sushi in a wooden box with torched salmon and a variety of other fish in layers, with various toppings and special Arisu hako sushi sauce
or
Vegetarian Delight (vegetarian)
mixed platter consisting of veggie maki rolls, glass noodle, tempura, tofu, veggie patties, and salad
desserts
Anmitsu (vegetarian)
Japanese summer dessert prepared with ice cream, mixed fruits, and red bean paste
or
Monaka Ice Cream & Green Tea  (vegetarian)
two thin crisp wafers made from mocha filled with ice cream, served with green tea
or
Mochi Ice Cream & Green Tea  (vegetarian)
ice cream covered with rice cake served with green tea"
"1529980372-220","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Benihana Japanese Steakhouse","null","null","$53 Dinner","$53 DinnerPlus taxes and gratuityappetizerSashimi Salad
Diced Assorted Fresh Sashimi, Avocado, Yuzu, Tobiko, Summer Cress
or
Dynamite Baby Calamari
Togarashi, Mango Gastrique, Wasabi Cream
or
Vegetarian Futomaki                                                                                                                                                Avocado, Cucumber, Takuwan, Kampyo
main
Teriyaki Salmon
Hibachi Grilled Salmon Glazed with House-made Teriyaki Sauce
or
Hibachi Steak
AAA New York Strip Steak Hibachi Grilled Steak
or
Vegetarian Saishoku
An Assortment of Seasonal Vegetables, Tofu

 (all mains served  with japanese onion soup, benihana salad,  hibachi vegetable, steamed rice)]
desserts
Signature Mandarin Cheese Cake
or
Matcha Green Tea Ice Cream
or
Assorted Fresh Fruit and Tangerine"
"1529980372-294","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Le Papillon on Front","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerSoupe Du Jour (vegetarian)
chef's soup of the day
or
Corn Salad (vegetarian)
red onion, feta cheese crumble, cherry tomatoes, basil, fresh lime vinaigrette
or
Paté
house made chicken liver paté with crostini and candied onions
main
Quiche  (vegetarian)
traditional house-made quiche with caramelized onions, tomatoes, kale, cheddar cheese
or
Large Onion Soup
famous french onion soup topped with a crostini and smothered in melted gruyere cheese
or
Salmon Filet
served with house vierge cold salsa
or
Crêpe
béchamel, bacon, spinach, swiss cheese

mains (except Crêpe) served with choice of frites, garden salad or chef's soup of the day
desserts
Fruit Sorbet  (vegetarian)
ask server for current flavour
or
Vanilla Yogurt with fresh berries (vegetarian)
or
New York Style Cheesecake (vegetarian)
with fruit compote and caramel sauce","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerSoupe Du Jour (vegetarian)
chef's soup of the day
or
Caprese Salad (vegetarian)
tomatoes, basil, soft goat cheese, balsamic vinaigrette
or
Shrimp Cocktail
with house made cocktail sauce
main
Duck Confit
with braised white bean stew
or
Beef Short Ribs
braised in red wine tomato sauce, served with potatoes and vegetables
or
Pasta (vegetarian)
pappardelle with heirloom cherry tomatoes, rapini pesto and parmesan cheese crisp
or
Pickerel
topped with gremolata, served with rice and vegetables
desserts
Pouding Chômeur  (vegetarian)
rich golden cake with hot caramel sauce and French vanilla ice cream
or
Crème Caramel (vegetarian)
or
Peach Cherry Jubilee (vegetarian)
with vanilla ice cream"
"1529980372-339","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Peter Pan Bistro","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerbeet salad  (vegetarian/local)
heirloom beets, goat yogurt, puffed rice, radish, zaatar, watercress
or
cured salmon  (local)
avocado, pickled cucumber, mustard, dill, soda bread
or
tomato gazpacho  (vegetarian/local)
garlic chips
main
salmon panzanella  (local)
poached salmon, heirloom tomatoes, grilled bread, watercress, tomato vinaigrette
or
lamb sandwich  (local)
slow roasted lamb belly, tzatziki, red onion, arugula, french fries & green salad
or
shakshuka  (vegetarian/local)
stewed tomatoes, peppers, onions, two sunny side eggs, labne, zaatar & toast
desserts
fresh baked madeleine's  (vegetarian/local)
lemon curd
or
wild honey and lavender crème  (vegetarian/local)
honeycomb
or
strawberries eton mess  (vegetarian/local)
shortbread, strawberry, meringue, white chocolate","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerbeet salad  (vegetarian/local)
heirloom beets, goat yogurt, puffed rice, radish, zaatar, watercress
or
cured salmon  (local)
avocado, pickled cucumber, mustard, dill, soda bread
or
tomato gazpacho  (vegetarian/local)
garlic chips
main
ontario trout
summer ratatouille, roasted cherry, tomatoes, sunchoke, beurre blanc
or
slow roast lamb
minted pea puree, sugar & snap peas, potato terrine, lamb jus
or
gnocchi  (vegetarian/local)
green sauce, arugula, fennel, cherry tomatoes, parmesan
desserts
fresh baked madeleine's  (vegetarian/local)
lemon curd
or
wild honey and lavender crème  (vegetarian/local)
honeycomb
or
strawberries eton mess  (vegetarian/local)
shortbread, strawberry, meringue, white chocolate"
"1529980372-207","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Aria Ristorante","$33 Lunch","$33 LunchPlus taxes and gratuityappetizerMelon gazpacho, prosciutto di Parma, almond, fresh mint
or
Mozzarella di bufala, smashed peas, cherry tomatoes, crispy zucchini flowers
or
Carpaccio di carne salada, arugula, shaved parmigiano reggiano, mushrooms confit, tarragon
main
Risotto, roasted red pepper, basil pesto, crema di burrata
or
Beer braised boneless pork loin, rosemary scented smash fingerling potatoes, baby carrots,
charred endive
or
Merluzzo alla pizzaiola, tomato, oregano, black olives, potato coins, pizza crust
desserts
Torta caprese, flourless almond and chocolate cake, gelato al pistacchio
or
Amaretti and mascarpone mousse, coffee meringue
or
Gelato al fior di latte, strawberry coulis, basil foam, cookies","$53 Dinner","$53 DinnerPlus taxes and gratuityappetizerMozzarella di bufala, baked asparagus, crunchy speck
or
Tartare di manzo, capers, shallots, olive oil and lemon, egg yolk, grilled Niagara peaches, rapini
crackers
or
Cured and pan seared trout, radishes, sweet peas, tomato, grapefruit reduction
main
Ravioli all'amatriciana, peach butter, parmigiano reggiano tuille
or
Grilled ribeye, beans all'uccelletto, sautéed artichokes, smoked rosemary jus
or
Grouper all'acqua pazza, grilled asparagus, potato coins, tomato, olives and capers
desserts
Torta caprese, flourless almond and chocolate cake, gelato al pistacchio
or
Amaretti and mascarpone mousse, coffee meringue
or
Gelato al fior di latte, strawberry coulis, basil foam, cookies"
"1529980372-290","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","La Sala","null","null","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerRomaine Fennel & Kale (vegetarian)
Avocado dressing, bacon, croutons
or
Gamberi Olio Piccante
Shrimps, oil, garlic, chili, paprika, parsley, lemon
or
Mozzarella Bufala
Roasted pepers, avocado, tomato, pesto
main
Pollo Limone & Rosmarino
Chicken breast, lemon, wine, rosemary sauce served with potatoes and vegetables
or
Wild Mushroom Risotto  (vegetarian)
porchini mushroom and wild mushroom
or
Penne Arrabbiata
Oil, garlic, spicy tomato sauce and grilled sausage
desserts
Sacher Torte
or
Cheesecake
or
Tartufo
Chocolate or vanilla"
"1529980372-274","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Il Ponte","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerCAESAR
baby romaine hearts, croutons in a house made Caesar dressing with shaved parmigiano cheese
or
RUCOLA
arugula, fresh figs and shaved parmigiano tossed in a balsamic vinaigrette
or
CARPACCIO
house cured organic salmon with baby arugula and goat cheese
main
AGNOLOTTI
Homemade ravioli stuffed with butternut squash in a tomato sauce (vegetarian)
or
LINGUINE FARRO
Fresh spelt pasta with cherry tomatoes, rapini and chilli pepper sautéed with a garlic essence (vegetarian/vegan)
or
TAGLIATELLE BOLOGNESE
classic southern Italian house made meat sauce
or
SCALOPPINE DI VITELLA A MODO MIO
veal scaloppini-your choice of piccata, paillard or marsala
or
BRANZINO ALLA GRIGLIA
Filet of branzino served with a side of sautéed rapini,a sprinkle of chilli pepper and garlic essence
desserts
Tiramisu
or
Crème Caramel
or
Affogato","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerRUCOLA
Arugula, fresh figs and shaved Parmigiano tossed in a balsamic vinaigrette (vegetarian)
or
FUNGHI SALTATI
Organic shitake, oyster, and king oyster mushrooms sautéed in white wine and fresh parsley (vegetarian/vegan)
or
CARPACCIO
House cured organic salmon with baby arugula and goat cheese
or
CALAMARI FRITTI
Chick pea flour dusted squid rings flash fried and served with house chipotle aioli
main
TAGLIATELLE ALLA BOLOGNESE
classic Italian house made meat sauce
or
AGNOLOTTI
Homemade ravioli stuffed with butternut squash in a tomato sauce (vegetarian)
or
LINGUINE FARRO
Fresh spelt pasta with cherry tomatoes, rapini and chilli pepper sautéed in a garlic essence (vegetarian/vegan)
or
MIX GRILL: CARNE
Half boneless cornished hen and a wild boar sausage with a side of sautéed rapini
or
FILETTO DI SALMONE BIOLOGICO
Grilled fresh herbed organic salmon filet served with seasonal vegetables
desserts
Tiramisu
or
Panna Cotta
or
Affogato"
"1529980372-317","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Mistura","null","null","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerMISTURA CAPRESE  (vegetarian)
bufala bocconcini imported from Italy, heirloom cherry tomato and basil oil
or
CARCIOFI FRITTI  (vegetarian)
crispy artichokes with saffron aioli
or
CESARE
baby romaine hearts with parmigiano, crispy focaccia croutons, double smoked pancetta, in-house made dressing
or
GNOCCHI ALLA FIORENTINA
hand rolled ricotta and spinach gnocchi, cherry tomato sauce and speck prosciutto
main
BRANZINO
pan-seared double stacked boneless fillets, barley risotto, sautéed spinach, puttanesca sauce
or
PETTO DI POLLO SUPREME
roasted crisp chicken breast stuffed with goat cheese and basil pesto, served with
mash potato, sautéed asparagus
or
CASARECCE PASTA PRIMAVERA  (vegetarian)
in-house made casarecce pasta with roasted summer vegetables, garlic and olive oil
or
SCALOPPINE DI VITELLO AL LIMONE
veal scaloppine, cut from the loin with roasted heirloom mini potato, garlic chilli rapini, lemon butter
desserts
CANNOLI SICILIANI  (vegetarian)
crispy pastry shell filled with a creamy ricotta cheese and candied fruit
or
PANNA COTTA  (vegetarian)
molded cooked cream with summer berries
or
TIRAMISU (vegetarian)
a classic with imported mascarpone cheese"
"1529980372-322","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Museum Tavern","$23 Lunch","$23 LunchPlus taxes and gratuityappetizerZucchini Noodle Salad  (vegan/local)
yellow bean, peas, fried shallot, olive, almond, tarragon vinaigrette
or
Duck Bun  (local)
hoisin, green onion, sriracha
or
Spicy Salmon & Nori
avocado, chilli pepper, ponzu, sesame, ginger, scallion
or
Grilled Corn, Tomato, Feta & Herb Salad  (vegetarian/local)
olive oil, lemon, pickled red onion, basil, mint, parsley
main
Prime Beef Cheeseburger
american cheese, lettuce, onion, pickle, sauce
or
Tavern Chop  (local)
chicken, bacon, aged cheddar, egg, avocado, tomato, corn, cucumber, pickled red onion, ranch dressing
or
Fish & Chips (1 pc)
haddock, house tartar
or
Summer Buddha Bowl  (vegan/local)
avocado, quinoa, zucchini, broccoli, peas, baby kale, seeds, tofu
desserts
Double Chocolate Cake
or
Seasonal Crumble  (local)
or
Peach Pot de Crème  (local)
or
Sorbet (vegan)","$33 Dinner","$33 DinnerPlus taxes and gratuityappetizerZucchini Noodle Salad  (vegan/local)
yellow bean, peas, fried shallot, olive, almond, vinaigrette
or
Duck Bun  (local)
hoisin, green onion, sriracha
or
Spicy Salmon & Nori
avocado, chilli pepper, ponzu, sesame, ginger, scallion
or
Grilled Corn, Tomato, Feta & Herb Salad (local/vegetarian)
olive oil, lemon, pickled red onion, basil, mint, parsley
main
Ginger Steak Salad
arugula, avocado, green onion, cucumber, chilli, bean sprout, daikon, fried shallot, sesame ginger dressing
or
Prime Beef Double Cheeseburger
american cheese, lettuce, onion, pickle, sauce
or
Seared Ahi Tuna Burger
avocado, green onion, spicy mayo
or
Summer Buddha Bowl  (vegan/local)
avocado, quinoa, zucchini, broccoli, peas, baby kale, seeds, tofu
desserts
Double Chocolate Cake
or
Seasonal Crumble  (local)
or
Peach Pot de Crème  (local)
or
Sorbet (vegan)"
"1529980372-279","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","Jazz Bistro","$28 Lunch","$28 LunchPlus taxes and gratuityappetizerceleriac soup
or
boston salad
apple cider vinaigrette, sundried cranberry, niagara peaches, goat's cheese, toasted pinenuts and crisp pancetta
or
lamb arancini
tomato and mint sugo bomba
main
grilled branzino
grilled fennel, raddichio, kalamata olive, sundried tomato and lemon olive oil
or
duck confit
dupuy lentil, chorizo, fava beans and jus
or
brasied pork cassoulet
white bean, tomato, maple syrup and fine herbs
or
mushroom risotto
desserts
tiramisu
or
strawberry cheesecake profiteroles
or
bananas foster
caramalized banana tartin with vanilla ice cream","$43 Dinner","$43 DinnerPlus taxes and gratuityappetizerceleriac soup
or
roasted bone marrow
fennel and onion jam, crostini
or
seared skatewing
olive, caper, anchovy, garlic, tomato and lemon
main
cast iron roasted canadian prime ribeye for two
sauteed wild mushrooms, whipped potato, chimichurri and red wine jus
or
dijon and panko crusted artic char
pea and kale puree, hasselback potatoes and roasted baby beets
or
roasted half chicken
chantrelles, cippolini, thyme, lemon, grilled rapini and fingerling pototoes
desserts
tiramisu
or
strawberry cheesecake profiterole
or
bananas foster
caramalized banana tartin with vanilla ice cream"
"1529980372-291","https://www.toronto.ca/explore-enjoy/festivals-events/summerlicious/summerlicious-restaurants-menus/?view=tabList","La Société","$33 Lunch","$33 LunchPlus taxes and gratuityappetizerCHILLED VICHYCOISSE
Smoked trout & trout caviar
or
SUMMER SALAD
Riesling vinaigrette, summer vegetables
or
PATE DE CAMPAGNE
House mustard, cornichon, toast
main
LA SOCIETE BURGER
Dry aged burger, cheddar, sauce bordelaise and pommes frites
or
ROASTED ARTIC CHAR
Celeriac and cabbage remoulade, haricot vert, caper, almonds, brown butter
or
SLOW ROASTED TURKEY SANDWICH
Fior di latte, red pepper piperade, lettuce, lemon aioli and pommes frites
or
RATATOUILLE PROVENCAL
Poached duck egg, basil pistou, shaved parmesan
desserts
CLASSIC CRÈME BRULEE
Lavender shortbread
or
LEMON TART
Blueberry sorbet, basil, meringue
or
CHOCOLATE DELICE
Caramel, candied hazelnuts, olive oil","$53 Dinner","$53 DinnerPlus taxes and gratuityappetizerCHILLED VICHYCOISSE
Smoked trout & trout caviar
or
SUMMER SALAD
Riesling vinaigrette, summer vegetables
or
PATE DE CAMPAGNE
House mustard, cornichon, toast
or
SEARED FOIE GRAS
Caramelized peach, basil, crème fraiche, brioche
main
STEAK FRITES
8oz flat iron steak, sauce bordelaise and pommes frites
or
ROASTED ARTIC CHAR
Celeriac and cabbage remoulade, haricot vert, caper, almonds, brown butter
or
CHICKEN COQ AU VIN
Red wine braised chicken, bacon lardons, mushrooms, pearl onions and truffle potato puree
or
RATATOUILLE PROVENCAL
Poached duck egg, basil pistou, shaved parmesan
desserts
CLASSIC CRÈME BRULEE
Lavender shortbread
or
LEMON TART
Blueberry sorbet, basil, meringue
or
CHOCOLATE DELICE
Caramel, candied hazelnuts, olive oil"
